eco_num,name,moves,FEN
C68,"Ruy Lopez: exchange, Romanovsky variation",1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 a7-a6 4. b5-c6 d7-c6 5. b1-c3 f7-f6 6. d2-d3,r1bqkbnr/1pp3pp/p1p2p2/4p3/4P3/2NP1N2/PPP2PPP/R1BQK2R b KQkq - 0 6
C69,"Ruy Lopez: exchange variation, 5.O-O",1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 a7-a6 4. b5-c6 d7-c6 5. 0--0,r1bqkbnr/1pp2ppp/p1p5/4p3/4P3/5N2/PPPP1PPP/RNBQ1RK1 b kq - 1 5
C69,"Ruy Lopez: exchange variation, Alapin gambit",1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 a7-a6 4. b5-c6 d7-c6 5. 0--0 c8-g4 6. h2-h3 h7-h5,r2qkbnr/1pp2pp1/p1p5/4p2p/4P1b1/5N1P/PPPP1PP1/RNBQ1RK1 w kq - 0 7
C69,"Ruy Lopez: exchange, Gligoric variation",1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 a7-a6 4. b5-c6 d7-c6 5. 0--0 f7-f6,r1bqkbnr/1pp3pp/p1p2p2/4p3/4P3/5N2/PPPP1PPP/RNBQ1RK1 w kq - 0 6
C69,"Ruy Lopez: exchange, Bronstein variation",1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 a7-a6 4. b5-c6 d7-c6 5. 0--0 d8-d6,r1b1kbnr/1pp2ppp/p1pq4/4p3/4P3/5N2/PPPP1PPP/RNBQ1RK1 w kq - 2 6
C70,Ruy Lopez,1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 a7-a6 4. b5-a4,r1bqkbnr/1ppp1ppp/p1n5/4p3/B3P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 1 4
C70,Ruy Lopez: fianchetto defence deferred,1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 a7-a6 4. b5-a4 g7-g6,r1bqkbnr/1ppp1p1p/p1n3p1/4p3/B3P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 0 5
C70,Ruy Lopez: Cozio defence deferred,1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 a7-a6 4. b5-a4 g8-e7,r1bqkb1r/1pppnppp/p1n5/4p3/B3P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 2 5
C70,Ruy Lopez: Bird's defence deferred,1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 a7-a6 4. b5-a4 c6-d4,r1bqkbnr/1ppp1ppp/p7/4p3/B2nP3/5N2/PPPP1PPP/RNBQK2R w KQkq - 2 5
C70,Ruy Lopez: Alapin's defence deferred,1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 a7-a6 4. b5-a4 f8-b4,r1bqk1nr/1ppp1ppp/p1n5/4p3/Bb2P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 2 5
C70,Ruy Lopez: Classical defence deferred,1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 a7-a6 4. b5-a4 f8-c5,r1bqk1nr/1ppp1ppp/p1n5/2b1p3/B3P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 2 5
C70,Ruy Lopez: Caro variation,1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 a7-a6 4. b5-a4 b7-b5,r1bqkbnr/2pp1ppp/p1n5/1p2p3/B3P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 0 5
C70,Ruy Lopez: Graz variation,1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 a7-a6 4. b5-a4 b7-b5 5. a4-b3 f8-c5,r1bqk1nr/2pp1ppp/p1n5/1pb1p3/4P3/1B3N2/PPPP1PPP/RNBQK2R w KQkq - 2 6
C70,Ruy Lopez: Taimanov (chase/wing/accelerated counterthrust) variation,1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 a7-a6 4. b5-a4 b7-b5 5. a4-b3 c6-a5,r1bqkbnr/2pp1ppp/p7/np2p3/4P3/1B3N2/PPPP1PPP/RNBQK2R w KQkq - 2 6
C70,Ruy Lopez: Schliemann defence deferred,1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 a7-a6 4. b5-a4 f7-f5,r1bqkbnr/1ppp2pp/p1n5/4pp2/B3P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 0 5
C71,Ruy Lopez: modern Steinitz defence,1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 a7-a6 4. b5-a4 d7-d6,r1bqkbnr/1pp2ppp/p1np4/4p3/B3P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 0 5
C71,Ruy Lopez: Noah's ark trap,1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 a7-a6 4. b5-a4 d7-d6 5. d2-d4 b7-b5 6. a4-b3 c6-d4 7. f3-d4 e5-d4 8. d1-d4 c7-c5,r1bqkbnr/5ppp/p2p4/1pp5/3QP3/1B6/PPP2PPP/RNB1K2R w KQkq - 0 9
C71,"Ruy Lopez: modern Steinitz defence, Three knights variation",1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 a7-a6 4. b5-a4 d7-d6 5. b1-c3,r1bqkbnr/1pp2ppp/p1np4/4p3/B3P3/2N2N2/PPPP1PPP/R1BQK2R b KQkq - 1 5
C71,"Ruy Lopez: modern Steinitz defence, Duras (Keres) variation",1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 a7-a6 4. b5-a4 d7-d6 5. c2-c4,r1bqkbnr/1pp2ppp/p1np4/4p3/B1P1P3/5N2/PP1P1PPP/RNBQK2R b KQkq - 0 5
C71,Ruy Lopez: Noah's ark trap,1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 a7-a6 4. b5-a4 d7-d6 5. d2-d4 b7-b5 6. a4-b3 c6-d4 7. f3-d4 e5-d4 8. d1-d4 c7-c5,r1bqkbnr/5ppp/p2p4/1pp5/3QP3/1B6/PPP2PPP/RNB1K2R w KQkq - 0 9
C72,"Ruy Lopez: modern Steinitz defence, 5.O-O",1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 a7-a6 4. b5-a4 d7-d6 5. 0--0,r1bqkbnr/1pp2ppp/p1np4/4p3/B3P3/5N2/PPPP1PPP/RNBQ1RK1 b kq - 1 5
C73,"Ruy Lopez: modern Steinitz defence, Richter variation",1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 a7-a6 4. b5-a4 d7-d6 5. a4-c6 b7-c6 6. d2-d4,r1bqkbnr/2p2ppp/p1pp4/4p3/3PP3/5N2/PPP2PPP/RNBQK2R b KQkq - 0 6
C73,"Ruy Lopez: modern Steinitz defence, Alapin variation",1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 a7-a6 4. b5-a4 d7-d6 5. a4-c6 b7-c6 6. d2-d4 f7-f6,r1bqkbnr/2p3pp/p1pp1p2/4p3/3PP3/5N2/PPP2PPP/RNBQK2R w KQkq - 0 7
C74,"Ruy Lopez: modern Steinitz defence, siesta variation",1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 a7-a6 4. b5-a4 d7-d6 5. c2-c3 f7-f5,r1bqkbnr/1pp3pp/p1np4/4pp2/B3P3/2P2N2/PP1P1PPP/RNBQK2R w KQkq - 0 6
C74,"Ruy Lopez: Siesta, Kopayev variation",1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 a7-a6 4. b5-a4 d7-d6 5. c2-c3 f7-f5 6. e4-f5 c8-f5 7. 0--0,r2qkbnr/1pp3pp/p1np4/4pb2/B7/2P2N2/PP1P1PPP/RNBQ1RK1 b kq - 1 7
C75,"Ruy Lopez: modern Steinitz defence, Rubinstein variation",1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 a7-a6 4. b5-a4 d7-d6 5. c2-c3 c8-d7 6. d2-d4 g8-e7,r2qkb1r/1ppbnppp/p1np4/4p3/B2PP3/2P2N2/PP3PPP/RNBQK2R w KQkq - 1 7
C76,"Ruy Lopez: modern Steinitz defence, fianchetto (Bronstein) variation",1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 a7-a6 4. b5-a4 d7-d6 5. c2-c3 c8-d7 6. d2-d4 g7-g6,r2qkbnr/1ppb1p1p/p1np2p1/4p3/B2PP3/2P2N2/PP3PPP/RNBQK2R w KQkq - 0 7
C77,Ruy Lopez: Morphy defence,1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 a7-a6 4. b5-a4 g8-f6,r1bqkb1r/1ppp1ppp/p1n2n2/4p3/B3P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 2 5
C77,Ruy Lopez: four knights (Tarrasch) variation,1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 a7-a6 4. b5-a4 g8-f6 5. b1-c3,r1bqkb1r/1ppp1ppp/p1n2n2/4p3/B3P3/2N2N2/PPPP1PPP/R1BQK2R b KQkq - 3 5
C77,Ruy Lopez: Treybal (Bayreuth) variation (exchange var. deferred),1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 a7-a6 4. b5-a4 g8-f6 5. a4-c6,r1bqkb1r/1ppp1ppp/p1B2n2/4p3/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 0 5
C77,Ruy Lopez: Wormald (Alapin) attack,1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 a7-a6 4. b5-a4 g8-f6 5. d1-e2,r1bqkb1r/1ppp1ppp/p1n2n2/4p3/B3P3/5N2/PPPPQPPP/RNB1K2R b KQkq - 3 5
C77,"Ruy Lopez: Wormald attack, Gruenfeld variation",1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 a7-a6 4. b5-a4 g8-f6 5. d1-e2 b7-b5 6. a4-b3 f8-e7 7. d2-d4 d7-d6 8. c2-c3 c8-g4,r2qk2r/2p1bppp/p1np1n2/1p2p3/3PP1b1/1BP2N2/PP2QPPP/RNB1K2R w KQkq - 1 9
C77,Ruy Lopez: Anderssen variation,1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 a7-a6 4. b5-a4 g8-f6 5. d2-d3,r1bqkb1r/1ppp1ppp/p1n2n2/4p3/B3P3/3P1N2/PPP2PPP/RNBQK2R b KQkq - 0 5
C77,"Ruy Lopez: Morphy defence, Duras variation",1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 a7-a6 4. b5-a4 g8-f6 5. d2-d3 d7-d6 6. c2-c4,r1bqkb1r/1pp2ppp/p1np1n2/4p3/B1P1P3/3P1N2/PP3PPP/RNBQK2R b KQkq - 0 6
C78,Ruy Lopez: 5.O-O,1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 a7-a6 4. b5-a4 g8-f6 5. 0--0,r1bqkb1r/1ppp1ppp/p1n2n2/4p3/B3P3/5N2/PPPP1PPP/RNBQ1RK1 b kq - 3 5
C78,Ruy Lopez: Wing attack,1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 a7-a6 4. b5-a4 g8-f6 5. 0--0 b7-b5 6. a4-b3 f8-e7 7. a2-a4,r1bqk2r/2ppbppp/p1n2n2/1p2p3/P3P3/1B3N2/1PPP1PPP/RNBQ1RK1 b kq - 0 7
C78,Ruy Lopez: ...b5 & ...d6,1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 a7-a6 4. b5-a4 g8-f6 5. 0--0 b7-b5 6. a4-b3 d7-d6,r1bqkb1r/2p2ppp/p1np1n2/1p2p3/4P3/1B3N2/PPPP1PPP/RNBQ1RK1 w kq - 0 7
C78,Ruy Lopez: Rabinovich variation,1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 a7-a6 4. b5-a4 g8-f6 5. 0--0 b7-b5 6. a4-b3 d7-d6 7. f3-g5 d6-d5 8. e4-d5 c6-d4 9. f1-e1 f8-c5 10. e1-e5 e8-f8,r1bq1k1r/2p2ppp/p4n2/1pbPR1N1/3n4/1B6/PPPP1PPP/RNBQ2K1 w - - 1 11
C78,Ruy Lopez: Archangelsk (counterthrust) variation,1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 a7-a6 4. b5-a4 g8-f6 5. 0--0 b7-b5 6. a4-b3 c8-b7,r2qkb1r/1bpp1ppp/p1n2n2/1p2p3/4P3/1B3N2/PPPP1PPP/RNBQ1RK1 w kq - 2 7
C78,Ruy Lopez: Moeller defence,1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 a7-a6 4. b5-a4 g8-f6 5. 0--0 f8-c5,r1bqk2r/1ppp1ppp/p1n2n2/2b1p3/B3P3/5N2/PPPP1PPP/RNBQ1RK1 w kq - 4 6
C79,Ruy Lopez: Steinitz defence deferred (Russian defence),1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 a7-a6 4. b5-a4 g8-f6 5. 0--0 d7-d6,r1bqkb1r/1pp2ppp/p1np1n2/4p3/B3P3/5N2/PPPP1PPP/RNBQ1RK1 w kq - 0 6
C79,"Ruy Lopez: Steinitz defence deferred, Lipnitsky variation",1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 a7-a6 4. b5-a4 g8-f6 5. 0--0 d7-d6 6. a4-c6 b7-c6 7. d2-d4 c8-g4,r2qkb1r/2p2ppp/p1pp1n2/4p3/3PP1b1/5N2/PPP2PPP/RNBQ1RK1 w kq - 1 8
C79,"Ruy Lopez: Steinitz defence deferred, Rubinstein variation",1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 a7-a6 4. b5-a4 g8-f6 5. 0--0 d7-d6 6. a4-c6 b7-c6 7. d2-d4 f6-e4,r1bqkb1r/2p2ppp/p1pp4/4p3/3Pn3/5N2/PPP2PPP/RNBQ1RK1 w kq - 0 8
C79,"Ruy Lopez: Steinitz defence deferred, Boleslavsky variation",1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 a7-a6 4. b5-a4 g8-f6 5. 0--0 d7-d6 6. a4-c6 b7-c6 7. d2-d4 f6-e4 8. f1-e1 f7-f5 9. d4-e5 d6-d5 10. b1-c3,r1bqkb1r/2p3pp/p1p5/3pPp2/4n3/2N2N2/PPP2PPP/R1BQR1K1 b kq - 1 10
C80,Ruy Lopez: open (Tarrasch) defence,1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 a7-a6 4. b5-a4 g8-f6 5. 0--0 f6-e4,r1bqkb1r/1ppp1ppp/p1n5/4p3/B3n3/5N2/PPPP1PPP/RNBQ1RK1 w kq - 0 6
C80,"Ruy Lopez: open, Tartakower variation",1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 a7-a6 4. b5-a4 g8-f6 5. 0--0 f6-e4 6. d1-e2,r1bqkb1r/1ppp1ppp/p1n5/4p3/B3n3/5N2/PPPPQPPP/RNB2RK1 b kq - 1 6
C80,"Ruy Lopez: open, Knorre variation",1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 a7-a6 4. b5-a4 g8-f6 5. 0--0 f6-e4 6. b1-c3,r1bqkb1r/1ppp1ppp/p1n5/4p3/B3n3/2N2N2/PPPP1PPP/R1BQ1RK1 b kq - 1 6
C80,"Ruy Lopez: open, 6.d4",1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 a7-a6 4. b5-a4 g8-f6 5. 0--0 f6-e4 6. d2-d4,r1bqkb1r/1ppp1ppp/p1n5/4p3/B2Pn3/5N2/PPP2PPP/RNBQ1RK1 b kq - 0 6
C80,"Ruy Lopez: open, Riga variation",1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 a7-a6 4. b5-a4 g8-f6 5. 0--0 f6-e4 6. d2-d4 e5-d4,r1bqkb1r/1ppp1ppp/p1n5/8/B2pn3/5N2/PPP2PPP/RNBQ1RK1 w kq - 0 7
C80,"Ruy Lopez: open, 6.d4 b5",1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 a7-a6 4. b5-a4 g8-f6 5. 0--0 f6-e4 6. d2-d4 b7-b5,r1bqkb1r/2pp1ppp/p1n5/1p2p3/B2Pn3/5N2/PPP2PPP/RNBQ1RK1 w kq - 0 7
C80,"Ruy Lopez: open, Friess attack",1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 a7-a6 4. b5-a4 g8-f6 5. 0--0 f6-e4 6. d2-d4 b7-b5 7. f3-e5,r1bqkb1r/2pp1ppp/p1n5/1p2N3/B2Pn3/8/PPP2PPP/RNBQ1RK1 b kq - 0 7
C80,"Ruy Lopez: open, Richter variation",1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 a7-a6 4. b5-a4 g8-f6 5. 0--0 f6-e4 6. d2-d4 b7-b5 7. d4-d5,r1bqkb1r/2pp1ppp/p1n5/1p1Pp3/B3n3/5N2/PPP2PPP/RNBQ1RK1 b kq - 0 7
C80,"Ruy Lopez: open, 7.Bb3",1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 a7-a6 4. b5-a4 g8-f6 5. 0--0 f6-e4 6. d2-d4 b7-b5 7. a4-b3,r1bqkb1r/2pp1ppp/p1n5/1p2p3/3Pn3/1B3N2/PPP2PPP/RNBQ1RK1 b kq - 1 7
C80,"Ruy Lopez: open, Schlechter defence",1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 a7-a6 4. b5-a4 g8-f6 5. 0--0 f6-e4 6. d2-d4 b7-b5 7. a4-b3 d7-d5 8. a2-a4 c6-d4,r1bqkb1r/2p2ppp/p7/1p1pp3/P2nn3/1B3N2/1PP2PPP/RNBQ1RK1 w kq - 0 9
C80,"Ruy Lopez: open, Berger variation",1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 a7-a6 4. b5-a4 g8-f6 5. 0--0 f6-e4 6. d2-d4 b7-b5 7. a4-b3 d7-d5 8. a2-a4 c6-d4 9. f3-d4 e5-d4 10. b1-c3,r1bqkb1r/2p2ppp/p7/1p1p4/P2pn3/1BN5/1PP2PPP/R1BQ1RK1 b kq - 1 10
C80,"Ruy Lopez: open, Harksen gambit",1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 a7-a6 4. b5-a4 g8-f6 5. 0--0 f6-e4 6. d2-d4 b7-b5 7. a4-b3 d7-d5 8. c2-c4,r1bqkb1r/2p2ppp/p1n5/1p1pp3/2PPn3/1B3N2/PP3PPP/RNBQ1RK1 b kq - 0 8
C80,"Ruy Lopez: open, 8.de",1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 a7-a6 4. b5-a4 g8-f6 5. 0--0 f6-e4 6. d2-d4 b7-b5 7. a4-b3 d7-d5 8. d4-e5,r1bqkb1r/2p2ppp/p1n5/1p1pP3/4n3/1B3N2/PPP2PPP/RNBQ1RK1 b kq - 0 8
C80,"Ruy Lopez: open, Zukertort variation",1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 a7-a6 4. b5-a4 g8-f6 5. 0--0 f6-e4 6. d2-d4 b7-b5 7. a4-b3 d7-d5 8. d4-e5 c6-e7,r1bqkb1r/2p1nppp/p7/1p1pP3/4n3/1B3N2/PPP2PPP/RNBQ1RK1 w kq - 1 9
C80,"Ruy Lopez: open, 8...Be6",1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 a7-a6 4. b5-a4 g8-f6 5. 0--0 f6-e4 6. d2-d4 b7-b5 7. a4-b3 d7-d5 8. d4-e5 c8-e6,r2qkb1r/2p2ppp/p1n1b3/1p1pP3/4n3/1B3N2/PPP2PPP/RNBQ1RK1 w kq - 1 9
C80,"Ruy Lopez: open, Bernstein variation",1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 a7-a6 4. b5-a4 g8-f6 5. 0--0 f6-e4 6. d2-d4 b7-b5 7. a4-b3 d7-d5 8. d4-e5 c8-e6 9. b1-d2,r2qkb1r/2p2ppp/p1n1b3/1p1pP3/4n3/1B3N2/PPPN1PPP/R1BQ1RK1 b kq - 2 9
C80,"Ruy Lopez: open, Bernstein variation, Karpov gambit",1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 a7-a6 4. b5-a4 g8-f6 5. 0--0 f6-e4 6. d2-d4 b7-b5 7. a4-b3 d7-d5 8. d4-e5 c8-e6 9. b1-d2 e4-c5 10. c2-c3 d5-d4 11. f3-g5,r2qkb1r/2p2ppp/p1n1b3/1pn1P1N1/3p4/1BP5/PP1N1PPP/R1BQ1RK1 b kq - 1 11
C81,"Ruy Lopez: open, Howell attack",1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 a7-a6 4. b5-a4 g8-f6 5. 0--0 f6-e4 6. d2-d4 b7-b5 7. a4-b3 d7-d5 8. d4-e5 c8-e6 9. d1-e2,r2qkb1r/2p2ppp/p1n1b3/1p1pP3/4n3/1B3N2/PPP1QPPP/RNB2RK1 b kq - 2 9
C81,"Ruy Lopez: open, Howell attack, Ekstroem variation",1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 a7-a6 4. b5-a4 g8-f6 5. 0--0 f6-e4 6. d2-d4 b7-b5 7. a4-b3 d7-d5 8. d4-e5 c8-e6 9. d1-e2 f8-e7 10. f1-d1 0--0 11. c2-c4 b5-c4 12. b3-c4 d8-d7,r4rk1/2pqbppp/p1n1b3/3pP3/2B1n3/5N2/PP2QPPP/RNBR2K1 w - - 1 13
C81,"Ruy Lopez: open, Howell attack, Adam variation",1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 a7-a6 4. b5-a4 g8-f6 5. 0--0 f6-e4 6. d2-d4 b7-b5 7. a4-b3 d7-d5 8. d4-e5 c8-e6 9. d1-e2 f8-e7 10. c2-c4,r2qk2r/2p1bppp/p1n1b3/1p1pP3/2P1n3/1B3N2/PP2QPPP/RNB2RK1 b kq - 0 10
C82,"Ruy Lopez: open, 9.c3",1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 a7-a6 4. b5-a4 g8-f6 5. 0--0 f6-e4 6. d2-d4 b7-b5 7. a4-b3 d7-d5 8. d4-e5 c8-e6 9. c2-c3,r2qkb1r/2p2ppp/p1n1b3/1p1pP3/4n3/1BP2N2/PP3PPP/RNBQ1RK1 b kq - 0 9
C82,"Ruy Lopez: open, Berlin variation",1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 a7-a6 4. b5-a4 g8-f6 5. 0--0 f6-e4 6. d2-d4 b7-b5 7. a4-b3 d7-d5 8. d4-e5 c8-e6 9. c2-c3 e4-c5,r2qkb1r/2p2ppp/p1n1b3/1pnpP3/8/1BP2N2/PP3PPP/RNBQ1RK1 w kq - 1 10
C82,"Ruy Lopez: open, Italian variation",1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 a7-a6 4. b5-a4 g8-f6 5. 0--0 f6-e4 6. d2-d4 b7-b5 7. a4-b3 d7-d5 8. d4-e5 c8-e6 9. c2-c3 f8-c5,r2qk2r/2p2ppp/p1n1b3/1pbpP3/4n3/1BP2N2/PP3PPP/RNBQ1RK1 w kq - 1 10
C82,"Ruy Lopez: open, St. Petersburg variation",1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 a7-a6 4. b5-a4 g8-f6 5. 0--0 f6-e4 6. d2-d4 b7-b5 7. a4-b3 d7-d5 8. d4-e5 c8-e6 9. c2-c3 f8-c5 10. b1-d2,r2qk2r/2p2ppp/p1n1b3/1pbpP3/4n3/1BP2N2/PP1N1PPP/R1BQ1RK1 b kq - 2 10
C82,"Ruy Lopez: open, Dilworth variation",1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 a7-a6 4. b5-a4 g8-f6 5. 0--0 f6-e4 6. d2-d4 b7-b5 7. a4-b3 d7-d5 8. d4-e5 c8-e6 9. c2-c3 f8-c5 10. b1-d2 0--0 11. b3-c2 e4-f2,r2q1rk1/2p2ppp/p1n1b3/1pbpP3/8/2P2N2/PPBN1nPP/R1BQ1RK1 w - - 0 12
C82,"Ruy Lopez: open, Motzko attack",1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 a7-a6 4. b5-a4 g8-f6 5. 0--0 f6-e4 6. d2-d4 b7-b5 7. a4-b3 d7-d5 8. d4-e5 c8-e6 9. c2-c3 f8-c5 10. d1-d3,r2qk2r/2p2ppp/p1n1b3/1pbpP3/4n3/1BPQ1N2/PP3PPP/RNB2RK1 b kq - 2 10
C82,"Ruy Lopez: open, Motzko attack, Nenarokov variation",1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 a7-a6 4. b5-a4 g8-f6 5. 0--0 f6-e4 6. d2-d4 b7-b5 7. a4-b3 d7-d5 8. d4-e5 c8-e6 9. c2-c3 f8-c5 10. d1-d3 c6-e7,r2qk2r/2p1nppp/p3b3/1pbpP3/4n3/1BPQ1N2/PP3PPP/RNB2RK1 w kq - 3 11
C83,"Ruy Lopez: open, classical defence",1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 a7-a6 4. b5-a4 g8-f6 5. 0--0 f6-e4 6. d2-d4 b7-b5 7. a4-b3 d7-d5 8. d4-e5 c8-e6 9. c2-c3 f8-e7,r2qk2r/2p1bppp/p1n1b3/1p1pP3/4n3/1BP2N2/PP3PPP/RNBQ1RK1 w kq - 1 10
C83,"Ruy Lopez: open, Malkin variation",1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 a7-a6 4. b5-a4 g8-f6 5. 0--0 f6-e4 6. d2-d4 b7-b5 7. a4-b3 d7-d5 8. d4-e5 c8-e6 9. c2-c3 f8-e7 10. b1-d2 0--0 11. d1-e2,r2q1rk1/2p1bppp/p1n1b3/1p1pP3/4n3/1BP2N2/PP1NQPPP/R1B2RK1 b - - 4 11
C83,"Ruy Lopez: open, 9...Be7, 10.Re1",1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 a7-a6 4. b5-a4 g8-f6 5. 0--0 f6-e4 6. d2-d4 b7-b5 7. a4-b3 d7-d5 8. d4-e5 c8-e6 9. c2-c3 f8-e7 10. f1-e1,r2qk2r/2p1bppp/p1n1b3/1p1pP3/4n3/1BP2N2/PP3PPP/RNBQR1K1 b kq - 2 10
C83,"Ruy Lopez: open, Tarrasch trap",1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 a7-a6 4. b5-a4 g8-f6 5. 0--0 f6-e4 6. d2-d4 b7-b5 7. a4-b3 d7-d5 8. d4-e5 c8-e6 9. c2-c3 f8-e7 10. f1-e1 0--0 11. f3-d4 d8-d7 12. d4-e6 f7-e6 13. e1-e4,r4rk1/2pqb1pp/p1n1p3/1p1pP3/4R3/1BP5/PP3PPP/RNBQ2K1 b - - 0 13
C83,"Ruy Lopez: open, Breslau variation",1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 a7-a6 4. b5-a4 g8-f6 5. 0--0 f6-e4 6. d2-d4 b7-b5 7. a4-b3 d7-d5 8. d4-e5 c8-e6 9. c2-c3 f8-e7 10. f1-e1 0--0 11. f3-d4 c6-e5,r2q1rk1/2p1bppp/p3b3/1p1pn3/3Nn3/1BP5/PP3PPP/RNBQR1K1 w - - 0 12
C84,Ruy Lopez: closed defence,1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 a7-a6 4. b5-a4 g8-f6 5. 0--0 f8-e7,r1bqk2r/1pppbppp/p1n2n2/4p3/B3P3/5N2/PPPP1PPP/RNBQ1RK1 w kq - 4 6
