eco_num,name,moves,FEN
C55,"two knights: Max Lange attack, Rubinstein variation",1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-c4 g8-f6 4. d2-d4 e5-d4 5. 0--0 f8-c5 6. e4-e5 d7-d5 7. e5-f6 d5-c4 8. f1-e1 c8-e6 9. f3-g5 d8-d5 10. b1-c3 d5-f5 11. c3-e4 c5-f8,r3kb1r/ppp2ppp/2n1bP2/5qN1/2ppN3/8/PPP2PPP/R1BQR1K1 w kq - 8 12
C55,"two knights: Max Lange attack, Loman defence",1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-c4 g8-f6 4. d2-d4 e5-d4 5. 0--0 f8-c5 6. e4-e5 d7-d5 7. e5-f6 d5-c4 8. f1-e1 c8-e6 9. f3-g5 g7-g6,r2qk2r/ppp2p1p/2n1bPp1/2b3N1/2pp4/8/PPP2PPP/RNBQR1K1 w kq - 0 10
C55,"two knights: Max Lange attack, Schlechter variation",1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-c4 g8-f6 4. d2-d4 e5-d4 5. 0--0 f8-c5 6. e4-e5 d7-d5 7. e5-f6 d5-c4 8. f1-e1 c8-e6 9. f6-g7,r2qk2r/ppp2pPp/2n1b3/2b5/2pp4/5N2/PPP2PPP/RNBQR1K1 b kq - 0 9
C55,"two knights: Max Lange attack, Steinitz variation",1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-c4 g8-f6 4. d2-d4 e5-d4 5. 0--0 f8-c5 6. e4-e5 f6-g4,r1bqk2r/pppp1ppp/2n5/2b1P3/2Bp2n1/5N2/PPP2PPP/RNBQ1RK1 w kq - 1 7
C55,"two knights: Max Lange attack, Krause variation",1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-c4 g8-f6 4. d2-d4 e5-d4 5. 0--0 f8-c5 6. e4-e5 f6-g4 7. c2-c3,r1bqk2r/pppp1ppp/2n5/2b1P3/2Bp2n1/2P2N2/PP3PPP/RNBQ1RK1 b kq - 0 7
C55,Two knights defence (Modern bishop's opening),1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-c4 g8-f6 4. d2-d3,r1bqkb1r/pppp1ppp/2n2n2/4p3/2B1P3/3P1N2/PPP2PPP/RNBQK2R b KQkq - 0 4
C56,two knights defence: Yurdansky attack,1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-c4 g8-f6 4. d2-d4 e5-d4 5. 0--0 f6-e4 6. f1-e1 d7-d5 7. c4-d5 d8-d5 8. b1-c3 d5-a5 9. c3-e4 c8-e6 10. c1-g5 h7-h6 11. g5-h4 g7-g5 12. e4-f6 e8-e7 13. b2-b4,r4b1r/ppp1kp2/2n1bN1p/q5p1/1P1p3B/5N2/P1P2PPP/R2QR1K1 b - - 0 13
C56,two knights defence: Canal variation,1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-c4 g8-f6 4. d2-d4 e5-d4 5. 0--0 f6-e4 6. f1-e1 d7-d5 7. b1-c3,r1bqkb1r/ppp2ppp/2n5/3p4/2Bpn3/2N2N2/PPP2PPP/R1BQR1K1 b kq - 1 7
C57,two knights defence: Wilkes Barre (Traxler) variation,1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-c4 g8-f6 4. f3-g5 f8-c5,r1bqk2r/pppp1ppp/2n2n2/2b1p1N1/2B1P3/8/PPPP1PPP/RNBQK2R w KQkq - 6 5
C57,two knights defence: Ulvestad variation,1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-c4 g8-f6 4. f3-g5 d7-d5 5. e4-d5 b7-b5,r1bqkb1r/p1p2ppp/2n2n2/1p1Pp1N1/2B5/8/PPPP1PPP/RNBQK2R w KQkq - 0 6
C57,two knights defence: Fritz variation,1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-c4 g8-f6 4. f3-g5 d7-d5 5. e4-d5 c6-d4,r1bqkb1r/ppp2ppp/5n2/3Pp1N1/2Bn4/8/PPPP1PPP/RNBQK2R w KQkq - 1 6
C57,"two knights defence: Fritz, Gruber variation",1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-c4 g8-f6 4. f3-g5 d7-d5 5. e4-d5 c6-d4 6. c2-c3 b7-b5 7. c4-f1 f6-d5 8. g5-e4,r1bqkb1r/p1p2ppp/8/1p1np3/3nN3/2P5/PP1P1PPP/RNBQKB1R b KQkq - 1 8
C57,two knights defence: Lolli attack,1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-c4 g8-f6 4. f3-g5 d7-d5 5. e4-d5 f6-d5 6. d2-d4,r1bqkb1r/ppp2ppp/2n5/3np1N1/2BP4/8/PPP2PPP/RNBQK2R b KQkq - 0 6
C57,two knights defence: Pincus variation,1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-c4 g8-f6 4. f3-g5 d7-d5 5. e4-d5 f6-d5 6. d2-d4 f8-b4,r1bqk2r/ppp2ppp/2n5/3np1N1/1bBP4/8/PPP2PPP/RNBQK2R w KQkq - 1 7
C57,two knights defence: Fegatello attack,1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-c4 g8-f6 4. f3-g5 d7-d5 5. e4-d5 f6-d5 6. g5-f7,r1bqkb1r/ppp2Npp/2n5/3np3/2B5/8/PPPP1PPP/RNBQK2R b KQkq - 0 6
C57,"two knights defence: Fegatello attack, Leonhardt variation",1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-c4 g8-f6 4. f3-g5 d7-d5 5. e4-d5 f6-d5 6. g5-f7 e8-f7 7. d1-f3 f7-e6 8. b1-c3 c6-b4 9. f3-e4 c7-c6 10. a2-a3 b4-a6 11. d2-d4 a6-c7,r1bq1b1r/ppn3pp/2p1k3/3np3/2BPQ3/P1N5/1PP2PPP/R1B1K2R w KQ - 1 12
C57,"two knights defence: Fegatello attack, Polerio defence",1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-c4 g8-f6 4. f3-g5 d7-d5 5. e4-d5 f6-d5 6. g5-f7 e8-f7 7. d1-f3 f7-e6 8. b1-c3 c6-e7,r1bq1b1r/ppp1n1pp/4k3/3np3/2B5/2N2Q2/PPPP1PPP/R1B1K2R w KQ - 4 9
C58,two knights defence: Kieseritsky variation,1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-c4 g8-f6 4. f3-g5 d7-d5 5. e4-d5 c6-a5 6. d2-d3,r1bqkb1r/ppp2ppp/5n2/n2Pp1N1/2B5/3P4/PPP2PPP/RNBQK2R b KQkq - 0 6
C58,two knights defence: Yankovich variation,1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-c4 g8-f6 4. f3-g5 d7-d5 5. e4-d5 c6-a5 6. d2-d3 h7-h6 7. g5-f3 e5-e4 8. d1-e2 a5-c4 9. d3-c4 f8-c5 10. f3-d2,r1bqk2r/ppp2pp1/5n1p/2bP4/2P1p3/8/PPPNQPPP/RNB1K2R b KQkq - 2 10
C58,two knights defence: Maroczy variation,1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-c4 g8-f6 4. f3-g5 d7-d5 5. e4-d5 c6-a5 6. d2-d3 h7-h6 7. g5-f3 e5-e4 8. d1-e2 a5-c4 9. d3-c4 f8-e7,r1bqk2r/ppp1bpp1/5n1p/3P4/2P1p3/5N2/PPP1QPPP/RNB1K2R w KQkq - 1 10
C58,two knights defence: Bogolyubov variation,1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-c4 g8-f6 4. f3-g5 d7-d5 5. e4-d5 c6-a5 6. c4-b5 c7-c6 7. d5-c6 b7-c6 8. d1-f3,r1bqkb1r/p4ppp/2p2n2/nB2p1N1/8/5Q2/PPPP1PPP/RNB1K2R b KQkq - 1 8
C58,two knights defence: Paoli variation,1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-c4 g8-f6 4. f3-g5 d7-d5 5. e4-d5 c6-a5 6. c4-b5 c7-c6 7. d5-c6 b7-c6 8. d1-f3 d8-c7 9. b5-d3,r1b1kb1r/p1q2ppp/2p2n2/n3p1N1/8/3B1Q2/PPPP1PPP/RNB1K2R b KQkq - 3 9
C58,two knights defence: Colman variation,1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-c4 g8-f6 4. f3-g5 d7-d5 5. e4-d5 c6-a5 6. c4-b5 c7-c6 7. d5-c6 b7-c6 8. d1-f3 a8-b8,1rbqkb1r/p4ppp/2p2n2/nB2p1N1/8/5Q2/PPPP1PPP/RNB1K2R w KQk - 2 9
C58,two knights defence: Blackburne variation,1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-c4 g8-f6 4. f3-g5 d7-d5 5. e4-d5 c6-a5 6. c4-b5 c7-c6 7. d5-c6 b7-c6 8. d1-f3 c6-b5,r1bqkb1r/p4ppp/5n2/np2p1N1/8/5Q2/PPPP1PPP/RNB1K2R w KQkq - 0 9
C59,two knights defence: Knorre variation,1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-c4 g8-f6 4. f3-g5 d7-d5 5. e4-d5 c6-a5 6. c4-b5 c7-c6 7. d5-c6 b7-c6 8. b5-e2 h7-h6 9. g5-f3 e5-e4 10. f3-e5 f8-d6 11. d2-d4 d8-c7 12. c1-d2,r1b1k2r/p1q2pp1/2pb1n1p/n3N3/3Pp3/8/PPPBBPPP/RN1QK2R b KQkq - 2 12
C59,two knights defence: Goering variation,1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-c4 g8-f6 4. f3-g5 d7-d5 5. e4-d5 c6-a5 6. c4-b5 c7-c6 7. d5-c6 b7-c6 8. b5-e2 h7-h6 9. g5-f3 e5-e4 10. f3-e5 d8-c7,r1b1kb1r/p1q2pp1/2p2n1p/n3N3/4p3/8/PPPPBPPP/RNBQK2R w KQkq - 2 11
C59,two knights defence: Steinitz variation,1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-c4 g8-f6 4. f3-g5 d7-d5 5. e4-d5 c6-a5 6. c4-b5 c7-c6 7. d5-c6 b7-c6 8. b5-e2 h7-h6 9. g5-h3,r1bqkb1r/p4pp1/2p2n1p/n3p3/8/7N/PPPPBPPP/RNBQK2R b KQkq - 1 9
C60,Ruy Lopez (Spanish opening),1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5,r1bqkbnr/pppp1ppp/2n5/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3
C60,Ruy Lopez: Nuernberg variation,1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 f7-f6,r1bqkbnr/pppp2pp/2n2p2/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 0 4
C60,Ruy Lopez: Pollock defence,1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 c6-a5,r1bqkbnr/pppp1ppp/8/nB2p3/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 4 4
C60,Ruy Lopez: Lucena defence,1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 f8-e7,r1bqk1nr/ppppbppp/2n5/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 4 4
C60,Ruy Lopez: Vinogradov variation,1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 d8-e7,r1b1kbnr/ppppqppp/2n5/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 4 4
C60,Ruy Lopez: Brentano defence,1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 g7-g5,r1bqkbnr/pppp1p1p/2n5/1B2p1p1/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 0 4
C60,Ruy Lopez: fianchetto (Smyslov/Barnes) defence,1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 g7-g6,r1bqkbnr/pppp1p1p/2n3p1/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 0 4
C60,Ruy Lopez: Cozio defence,1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 g8-e7,r1bqkb1r/ppppnppp/2n5/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 4 4
C60,"Ruy Lopez: Cozio defence, Paulsen variation",1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 g8-e7 4. b1-c3 g7-g6,r1bqkb1r/ppppnp1p/2n3p1/1B2p3/4P3/2N2N2/PPPP1PPP/R1BQK2R w KQkq - 0 5
C61,Ruy Lopez: Bird's defence,1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 c6-d4,r1bqkbnr/pppp1ppp/8/1B2p3/3nP3/5N2/PPPP1PPP/RNBQK2R w KQkq - 4 4
C61,"Ruy Lopez: Bird's defence, Paulsen variation",1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 c6-d4 4. f3-d4 e5-d4 5. 0--0 g8-e7,r1bqkb1r/ppppnppp/8/1B6/3pP3/8/PPPP1PPP/RNBQ1RK1 w kq - 2 6
C61,Ruy Lopez: Bird's defence,1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 c6-d4,r1bqkbnr/pppp1ppp/8/1B2p3/3nP3/5N2/PPPP1PPP/RNBQK2R w KQkq - 4 4
C61,"Ruy Lopez: Bird's defence, Paulsen variation",1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 c6-d4 4. f3-d4 e5-d4 5. 0--0 g8-e7,r1bqkb1r/ppppnppp/8/1B6/3pP3/8/PPPP1PPP/RNBQ1RK1 w kq - 2 6
C62,"Испанская партия, защита Стейница",1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 d7-d6,r1bqkbnr/ppp2ppp/2np4/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 0 4
C62,"Ruy Lopez: old Steinitz defence, Nimzovich attack",1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 d7-d6 4. d2-d4 c8-d7 5. b1-c3 g8-f6 6. b5-c6,r2qkb1r/pppb1ppp/2Bp1n2/4p3/3PP3/2N2N2/PPP2PPP/R1BQK2R b KQkq - 0 6
C62,"Ruy Lopez: old Steinitz defence, semi-Duras variation",1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 d7-d6 4. d2-d4 c8-d7 5. c2-c4,r2qkbnr/pppb1ppp/2np4/1B2p3/2PPP3/5N2/PP3PPP/RNBQK2R b KQkq - 0 5
C63,Ruy Lopez: Schliemann defence,1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 f7-f5,r1bqkbnr/pppp2pp/2n5/1B2pp2/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 0 4
C63,"Ruy Lopez: Schliemann defence, Berger variation",1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 f7-f5 4. b1-c3,r1bqkbnr/pppp2pp/2n5/1B2pp2/4P3/2N2N2/PPPP1PPP/R1BQK2R b KQkq - 1 4
C64,Ruy Lopez: classical (Cordel) defence,1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 f8-c5,r1bqk1nr/pppp1ppp/2n5/1Bb1p3/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 4 4
C64,"Ruy Lopez: classical defence, Zaitsev variation",1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 f8-c5 4. 0--0 c6-d4 5. b2-b4,r1bqk1nr/pppp1ppp/8/1Bb1p3/1P1nP3/5N2/P1PP1PPP/RNBQ1RK1 b kq - 0 5
C64,"Ruy Lopez: classical defence, 4.c3",1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 f8-c5 4. c2-c3,r1bqk1nr/pppp1ppp/2n5/1Bb1p3/4P3/2P2N2/PP1P1PPP/RNBQK2R b KQkq - 0 4
C64,"Ruy Lopez: classical defence, Benelux variation",1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 f8-c5 4. c2-c3 g8-f6 5. 0--0 0--0 6. d2-d4 c5-b6,r1bq1rk1/pppp1ppp/1bn2n2/1B2p3/3PP3/2P2N2/PP3PPP/RNBQ1RK1 w - - 1 7
C64,"Ruy Lopez: classical defence, Charousek variation",1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 f8-c5 4. c2-c3 c5-b6,r1bqk1nr/pppp1ppp/1bn5/1B2p3/4P3/2P2N2/PP1P1PPP/RNBQK2R w KQkq - 1 5
C64,"Ruy Lopez: classical defence, Boden variation",1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 f8-c5 4. c2-c3 d8-e7,r1b1k1nr/ppppqppp/2n5/1Bb1p3/4P3/2P2N2/PP1P1PPP/RNBQK2R w KQkq - 1 5
C64,Ruy Lopez: Cordel gambit,1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 f8-c5 4. c2-c3 f7-f5,r1bqk1nr/pppp2pp/2n5/1Bb1pp2/4P3/2P2N2/PP1P1PPP/RNBQK2R w KQkq - 0 5
C65,Ruy Lopez: Berlin defence,1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 g8-f6,r1bqkb1r/pppp1ppp/2n2n2/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 4 4
C65,"Ruy Lopez: Berlin defence, Nyholm attack",1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 g8-f6 4. d2-d4 e5-d4 5. 0--0,r1bqkb1r/pppp1ppp/2n2n2/1B6/3pP3/5N2/PPP2PPP/RNBQ1RK1 b kq - 1 5
C65,"Ruy Lopez: Berlin defence, Mortimer variation",1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 g8-f6 4. d2-d3 c6-e7,r1bqkb1r/ppppnppp/5n2/1B2p3/4P3/3P1N2/PPP2PPP/RNBQK2R w KQkq - 1 5
C65,"Ruy Lopez: Berlin defence, Mortimer trap",1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 g8-f6 4. d2-d3 c6-e7 5. f3-e5 c7-c6,r1bqkb1r/pp1pnppp/2p2n2/1B2N3/4P3/3P4/PPP2PPP/RNBQK2R w KQkq - 0 6
C65,"Ruy Lopez: Berlin defence, Anderssen variation",1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 g8-f6 4. d2-d3 d7-d6 5. b5-c6,r1bqkb1r/ppp2ppp/2Bp1n2/4p3/4P3/3P1N2/PPP2PPP/RNBQK2R b KQkq - 0 5
C65,"Ruy Lopez: Berlin defence, Duras variation",1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 g8-f6 4. d2-d3 d7-d6 5. c2-c4,r1bqkb1r/ppp2ppp/2np1n2/1B2p3/2P1P3/3P1N2/PP3PPP/RNBQK2R b KQkq - 0 5
C65,"Ruy Lopez: Berlin defence, Kaufmann variation",1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 g8-f6 4. d2-d3 f8-c5 5. c1-e3,r1bqk2r/pppp1ppp/2n2n2/1Bb1p3/4P3/3PBN2/PPP2PPP/RN1QK2R b KQkq - 2 5
C65,"Ruy Lopez: Berlin defence, 4.O-O",1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 g8-f6 4. 0--0,r1bqkb1r/pppp1ppp/2n2n2/1B2p3/4P3/5N2/PPPP1PPP/RNBQ1RK1 b kq - 5 4
C65,"Ruy Lopez: Berlin defence, Beverwijk variation",1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 g8-f6 4. 0--0 f8-c5,r1bqk2r/pppp1ppp/2n2n2/1Bb1p3/4P3/5N2/PPPP1PPP/RNBQ1RK1 w kq - 6 5
C66,"Ruy Lopez: Berlin defence, 4.O-O, d6",1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 g8-f6 4. 0--0 d7-d6,r1bqkb1r/ppp2ppp/2np1n2/1B2p3/4P3/5N2/PPPP1PPP/RNBQ1RK1 w kq - 0 5
C66,"Ruy Lopez: Berlin defence, hedgehog variation",1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 g8-f6 4. 0--0 d7-d6 5. d2-d4 c8-d7 6. b1-c3 f8-e7,r2qk2r/pppbbppp/2np1n2/1B2p3/3PP3/2N2N2/PPP2PPP/R1BQ1RK1 w kq - 3 7
C66,"Ruy Lopez: Berlin defence, Tarrasch trap",1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 g8-f6 4. 0--0 d7-d6 5. d2-d4 c8-d7 6. b1-c3 f8-e7 7. f1-e1 0--0,r2q1rk1/pppbbppp/2np1n2/1B2p3/3PP3/2N2N2/PPP2PPP/R1BQR1K1 w - - 5 8
C66,"Ruy Lopez: closed Berlin defence, Bernstein variation",1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 g8-f6 4. 0--0 d7-d6 5. d2-d4 c8-d7 6. b1-c3 f8-e7 7. c1-g5,r2qk2r/pppbbppp/2np1n2/1B2p1B1/3PP3/2N2N2/PPP2PPP/R2Q1RK1 b kq - 4 7
C66,"Ruy Lopez: closed Berlin defence, Showalter variation",1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 g8-f6 4. 0--0 d7-d6 5. d2-d4 c8-d7 6. b1-c3 f8-e7 7. b5-c6,r2qk2r/pppbbppp/2Bp1n2/4p3/3PP3/2N2N2/PPP2PPP/R1BQ1RK1 b kq - 0 7
C66,"Ruy Lopez: closed Berlin defence, Wolf variation",1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 g8-f6 4. 0--0 d7-d6 5. d2-d4 c8-d7 6. b1-c3 e5-d4,r2qkb1r/pppb1ppp/2np1n2/1B6/3pP3/2N2N2/PPP2PPP/R1BQ1RK1 w kq - 0 7
C66,"Ruy Lopez: closed Berlin defence, Chigorin variation",1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 g8-f6 4. 0--0 d7-d6 5. d2-d4 f6-d7,r1bqkb1r/pppn1ppp/2np4/1B2p3/3PP3/5N2/PPP2PPP/RNBQ1RK1 w kq - 1 6
C67,"Ruy Lopez: Berlin defence, open variation",1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 g8-f6 4. 0--0 f6-e4,r1bqkb1r/pppp1ppp/2n5/1B2p3/4n3/5N2/PPPP1PPP/RNBQ1RK1 w kq - 0 5
C67,"Ruy Lopez: open Berlin defence, l'Hermet variation",1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 g8-f6 4. 0--0 f6-e4 5. d2-d4 e4-d6 6. d4-e5,r1bqkb1r/pppp1ppp/2nn4/1B2P3/8/5N2/PPP2PPP/RNBQ1RK1 b kq - 0 6
C67,"Ruy Lopez: open Berlin defence, Showalter variation",1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 g8-f6 4. 0--0 f6-e4 5. d2-d4 e4-d6 6. b5-a4,r1bqkb1r/pppp1ppp/2nn4/4p3/B2P4/5N2/PPP2PPP/RNBQ1RK1 b kq - 2 6
C67,"Ruy Lopez: open Berlin defence, 5...Be7",1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 g8-f6 4. 0--0 f6-e4 5. d2-d4 f8-e7,r1bqk2r/ppppbppp/2n5/1B2p3/3Pn3/5N2/PPP2PPP/RNBQ1RK1 w kq - 1 6
C67,"Ruy Lopez: Berlin defence, Rio de Janeiro variation",1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 g8-f6 4. 0--0 f6-e4 5. d2-d4 f8-e7 6. d1-e2 e4-d6 7. b5-c6 b7-c6 8. d4-e5 d6-b7 9. b1-c3 0--0 10. f1-e1 b7-c5 11. f3-d4 c5-e6 12. c1-e3 e6-d4 13. e3-d4 c6-c5,r1bq1rk1/p1ppbppp/8/2p1P3/3B4/2N5/PPP1QPPP/R3R1K1 w - - 0 14
C67,"Ruy Lopez: Berlin defence, Zukertort variation",1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 g8-f6 4. 0--0 f6-e4 5. d2-d4 f8-e7 6. d1-e2 e4-d6 7. b5-c6 b7-c6 8. d4-e5 d6-b7 9. c2-c4,r1bqk2r/pnppbppp/2p5/4P3/2P5/5N2/PP2QPPP/RNB2RK1 b kq - 0 9
C67,"Ruy Lopez: Berlin defence, Pillsbury variation",1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 g8-f6 4. 0--0 f6-e4 5. d2-d4 f8-e7 6. d1-e2 e4-d6 7. b5-c6 b7-c6 8. d4-e5 d6-b7 9. b2-b3,r1bqk2r/pnppbppp/2p5/4P3/8/1P3N2/P1P1QPPP/RNB2RK1 b kq - 0 9
C67,"Ruy Lopez: Berlin defence, Winawer attack",1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 g8-f6 4. 0--0 f6-e4 5. d2-d4 f8-e7 6. d1-e2 e4-d6 7. b5-c6 b7-c6 8. d4-e5 d6-b7 9. f3-d4,r1bqk2r/pnppbppp/2p5/4P3/3N4/8/PPP1QPPP/RNB2RK1 b kq - 2 9
C67,"Ruy Lopez: Berlin defence, Cordel variation",1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 g8-f6 4. 0--0 f6-e4 5. d2-d4 f8-e7 6. d1-e2 e4-d6 7. b5-c6 b7-c6 8. d4-e5 d6-f5,r1bqk2r/p1ppbppp/2p5/4Pn2/8/5N2/PPP1QPPP/RNB2RK1 w kq - 1 9
C67,"Ruy Lopez: Berlin defence, Trifunovic variation",1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 g8-f6 4. 0--0 f6-e4 5. d2-d4 f8-e7 6. d1-e2 d7-d5,r1bqk2r/ppp1bppp/2n5/1B1pp3/3Pn3/5N2/PPP1QPPP/RNB2RK1 w kq - 0 7
C67,"Ruy Lopez: Berlin defence, Minckwitz variation",1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 g8-f6 4. 0--0 f6-e4 5. d2-d4 f8-e7 6. d4-e5,r1bqk2r/ppppbppp/2n5/1B2P3/4n3/5N2/PPP2PPP/RNBQ1RK1 b kq - 0 6
C67,"Ruy Lopez: Berlin defence, Rosenthal variation",1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 g8-f6 4. 0--0 f6-e4 5. d2-d4 a7-a6,r1bqkb1r/1ppp1ppp/p1n5/1B2p3/3Pn3/5N2/PPP2PPP/RNBQ1RK1 w kq - 0 6
C67,"Ruy Lopez: open Berlin defence, l'Hermet variation",1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 g8-f6 4. 0--0 f6-e4 5. d2-d4 e4-d6 6. d4-e5,r1bqkb1r/pppp1ppp/2nn4/1B2P3/8/5N2/PPP2PPP/RNBQ1RK1 b kq - 0 6
C68,Ruy Lopez: exchange variation,1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 a7-a6 4. b5-c6,r1bqkbnr/1ppp1ppp/p1B5/4p3/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 0 4
C68,"Ruy Lopez: exchange, Alekhine variation",1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 a7-a6 4. b5-c6 d7-c6 5. d2-d4 e5-d4 6. d1-d4 d8-d4 7. f3-d4 c8-d7,r3kbnr/1ppb1ppp/p1p5/8/3NP3/8/PPP2PPP/RNB1K2R w KQkq - 1 8
C68,"Ruy Lopez: exchange, Keres variation",1. e2-e4 e7-e5 2. g1-f3 b8-c6 3. f1-b5 a7-a6 4. b5-c6 d7-c6 5. b1-c3,r1bqkbnr/1pp2ppp/p1p5/4p3/4P3/2N2N2/PPPP1PPP/R1BQK2R b KQkq - 1 5
